,Wort,difference
0,stellen,-80.01765594382756
1,gegen,-79.59249968731325
2,Interesse,-79.37306420008007
3,Aufgabe,-75.40634577701854
4,libanesisch,-70.934772281931
5,daran,-70.934772281931
6,Antisemitismus,-70.934772281931
7,Fraktion,-68.02824951012411
8,Mandat,-68.02824951012411
9,hätten,-66.34552580013063
10,deswegen,-65.43594541635038
11,„,-65.43594541635038
12,treffen,-64.47583278902678
13,Armee,-64.47583278902678
14,verlieren,-64.47583278902678
15,Wirtschaft,-62.38617589426365
16,Demokratie,-62.38617589426365
17,Teil,-62.38617589426365
18,Straße,-60.035311887655126
19,Angehörige,-60.035311887655126
20,geschehen,-60.035311887655126
21,dann,-58.069835423113574
22,lieben,-57.370999346832136
23,Möglichkeit,-57.370999346832136
24,Linke,-57.370999346832136
25,davon,-57.370999346832136
26,sogar,-57.370999346832136
27,gleich,-57.370999346832136
28,Terrororganisation,-57.370999346832136
29,amerikanisch,-57.370999346832136
30,neu,-56.892021811403275
31,Einsatz,-55.901033807067726
32,Deutschland,-54.596330665264986
33,schauen,-54.32607072874872
34,Entscheidung,-54.32607072874872
35,dies,-54.32607072874872
36,Zahl,-54.32607072874872
37,lässen,-54.32607072874872
38,fragen,-54.32607072874872
39,würd,-54.32607072874872
40,selbst,-52.63444371870238
41,Migration,-50.81269155403709
42,Bundeswehr,-50.81269155403709
43,Mission,-50.81269155403709
44,nutzen,-50.81269155403709
45,unmittelbar,-50.81269155403709
46,nennen,-50.81269155403709
47,machen,-49.251189698609686
48,einmal,-48.845199216198566
49,Gelegenheit,-46.71374918354017
50,antisemitisch,-46.71374918354017
51,Polizist,-46.71374918354017
52,besonders,-46.71374918354017
53,Trump,-46.71374918354017
54,Bundestag,-46.71374918354017
55,zweit,-46.71374918354017
56,Rechtsstaat,-46.71374918354017
57,Hundert,-46.71374918354017
58,islamistisch,-46.71374918354017
59,Hisbollah,-45.19128487449846
60,deutsch,-44.99483786688018
61,Gesellschaft,-44.39695566978104
62,Wäre,-44.39695566978104
63,oder,-44.39695566978104
64,um,-42.81475522136018
65,über,-42.614806813043266
66,mit,-42.58942636492874
67,Unternehmen,-41.86954456386201
68,ihn,-41.86954456386201
69,bestehen,-41.86954456386201
70,gerecht,-41.86954456386201
71,bauen,-41.86954456386201
72,versorgen,-41.86954456386201
73,erinnern,-41.86954456386201
74,Gefahr,-41.86954456386201
75,auswärtig,-41.86954456386201
76,Chance,-41.86954456386201
77,Berlin,-41.86954456386201
78,finanzieren,-41.86954456386201
79,verstehen,-41.86954456386201
80,Union,-41.86954456386201
81,sogenannt,-41.86954456386201
82,hinter,-41.86954456386201
83,umfassend,-41.86954456386201
84,Euro,-41.86954456386201
85,Maßnahme,-41.86954456386201
86,erst,-40.79305464837796
87,natürlich,-40.05296783148268
88,Freund,-39.10142763833163
89,alle,-39.101427638331614
90,Bundesregierung,-38.367709899034416
91,mir,-38.11919260024019
